,baseline,sleeve25,sleeve50,sleeve75,staged50,full_switch
2019-07-17,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106
2019-07-18,102727.13049063733,102727.13049063733,102727.13049063733,102727.13049063733,102727.13049063733,102727.13049063733
2019-07-19,103803.12946448375,103803.12946448375,103803.12946448375,103803.12946448375,103803.12946448375,103803.12946448375
2019-07-22,103265.12997756053,103265.12997756053,103265.12997756053,103265.12997756053,103265.12997756053,103265.12997756053
2019-07-23,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106
2019-07-24,104233.53033671426,104233.53033671426,104233.53033671426,104233.53033671426,104233.53033671426,104233.53033671426
2019-07-25,104771.52982363748,104771.52982363748,104771.52982363748,104771.52982363748,104771.52982363748,104771.52982363748
2019-07-26,104448.73397955945,104448.73397955945,104448.73397955945,104448.73397955945,104448.73397955945,104448.73397955945
2019-07-29,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266
2019-07-30,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266,104986.73346648266
2019-07-31,104879.12843833018,104879.12843833018,104879.12843833018,104879.12843833018,104879.12843833018,104879.12843833018
2019-08-01,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106,103695.53084979106
2019-08-02,102606.3167599504,102606.3167599504,102606.3167599504,102606.3167599504,102606.3167599504,102606.3167599504
2019-08-05,102579.5240933261,102579.5240933261,102579.5240933261,102579.5240933261,102579.5240933261,102579.5240933261
2019-08-06,102582.695874148,102582.695874148,102582.695874148,102582.695874148,102582.695874148,102582.695874148
2019-08-07,102585.86765496992,102585.86765496992,102585.86765496992,102585.86765496992,102585.86765496992,102585.86765496992
2019-08-08,102589.03943579183,102589.03943579183,102589.03943579183,102589.03943579183,102589.03943579183,102589.03943579183
2019-08-09,102592.21121661374,102592.21121661374,102592.21121661374,102592.21121661374,102592.21121661374,102592.21121661374
2019-08-12,102603.7665590795,102603.7665590795,102603.7665590795,102603.7665590795,102603.7665590795,102603.7665590795
2019-08-13,102606.9383399014,102606.9383399014,102606.9383399014,102606.9383399014,102606.9383399014,102606.9383399014
2019-08-14,102610.11012072332,102610.11012072332,102610.11012072332,102610.11012072332,102610.11012072332,102610.11012072332
2019-08-15,102613.28190154523,102613.28190154523,102613.28190154523,102613.28190154523,102613.28190154523,102613.28190154523
2019-08-16,102616.45368236714,102616.45368236714,102616.45368236714,102616.45368236714,102616.45368236714,102616.45368236714
2019-08-19,102628.00902483289,102628.00902483289,102628.00902483289,102628.00902483289,102628.00902483289,102628.00902483289
2019-08-20,101692.8119650937,101692.8119650937,101692.8119650937,101692.8119650937,101692.8119650937,101692.8119650937
2019-08-21,101431.21533308992,101431.21533308992,101431.21533308992,101431.21533308992,101431.21533308992,101431.21533308992
2019-08-22,101758.21502123841,101758.21502123841,101758.21502123841,101758.21502123841,101758.21502123841,101758.21502123841
2019-08-23,101823.61028109559,101823.61028109559,101823.61028109559,101823.61028109559,101823.61028109559,101823.61028109559
2019-08-26,100842.61121665008,100842.61121665008,100842.61121665008,100842.61121665008,100842.61121665008,100842.61121665008
2019-08-27,102608.41576968202,102608.41576968202,102608.41576968202,102608.41576968202,102608.41576968202,102608.41576968202
2019-08-28,102477.61745368013,102477.61745368013,102477.61745368013,102477.61745368013,102477.61745368013,102477.61745368013
2019-08-29,102019.8116532422,102019.8116532422,102019.8116532422,102019.8116532422,102019.8116532422,102019.8116532422
2019-08-30,102585.33212565871,102585.33212565871,102585.33212565871,102585.33212565871,102585.33212565871,102585.33212565871
2019-09-02,102596.88746812446,102596.88746812446,102596.88746812446,102596.88746812446,102596.88746812446,102596.88746812446
2019-09-03,102600.05924894637,102600.05924894637,102600.05924894637,102600.05924894637,102600.05924894637,102600.05924894637
2019-09-04,102603.23102976829,102603.23102976829,102603.23102976829,102603.23102976829,102603.23102976829,102603.23102976829
2019-09-05,102606.4028105902,102606.4028105902,102606.4028105902,102606.4028105902,102606.4028105902,102606.4028105902
2019-09-06,102609.5745914121,102609.5745914121,102609.5745914121,102609.5745914121,102609.5745914121,102609.5745914121
2019-09-09,104404.93048283037,104404.93048283037,104404.93048283037,104404.93048283037,104404.93048283037,104404.93048283037
2019-09-10,103842.43399950441,103842.43399950441,103842.43399950441,103842.43399950441,103842.43399950441,103842.43399950441
2019-09-11,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512
2019-09-12,102904.93489357409,102904.93489357409,102904.93489357409,102904.93489357409,102904.93489357409,102904.93489357409
2019-09-16,103154.93167492327,103154.93167492327,103154.93167492327,103154.93167492327,103154.93167492327,103154.93167492327
2019-09-17,101154.935072388,101154.935072388,101154.935072388,101154.935072388,101154.935072388,101154.935072388
2019-09-18,101092.43215176043,101092.43215176043,101092.43215176043,101092.43215176043,101092.43215176043,101092.43215176043
2019-09-19,102654.9306616443,102654.9306616443,102654.9306616443,102654.9306616443,102654.9306616443,102654.9306616443
2019-09-20,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512,102404.93388029512
2019-09-23,101279.93346306261,101279.93346306261,101279.93346306261,101279.93346306261,101279.93346306261,101279.93346306261
2019-09-24,101842.42994638857,101842.42994638857,101842.42994638857,101842.42994638857,101842.42994638857,101842.42994638857
2019-09-25,100717.42952915606,100717.42952915606,100717.42952915606,100717.42952915606,100717.42952915606,100717.42952915606
2019-09-26,97592.43250938828,97592.43250938828,97592.43250938828,97592.43250938828,97592.43250938828,97592.43250938828
2019-09-27,97315.59013503799,97315.59013503799,97315.59013503799,97315.59013503799,97315.59013503799,97315.59013503799
2019-09-30,97118.59267133483,97118.59267133483,97118.59267133483,97118.59267133483,97118.59267133483,97118.59267133483
2019-10-08,96232.09234255561,96232.09234255561,96232.09234255561,96232.09234255561,96232.09234255561,96232.09234255561
2019-10-09,95050.08994716415,95050.08994716415,95050.08994716415,95050.08994716415,95050.08994716415,95050.08994716415
2019-10-10,94877.3716037146,94877.3716037146,94877.3716037146,94877.3716037146,94877.3716037146,94877.3716037146
2019-10-11,94968.38448699703,94968.38448699703,94968.38448699703,94968.38448699703,94968.38448699703,94968.38448699703
2019-10-14,94979.03352809293,94979.03352809293,94979.03352809293,94979.03352809293,94979.03352809293,94979.03352809293
2019-10-15,94981.95654179156,94981.95654179156,94981.95654179156,94981.95654179156,94981.95654179156,94981.95654179156
2019-10-16,94984.87955549019,94984.87955549019,94984.87955549019,94984.87955549019,94984.87955549019,94984.87955549019
2019-10-17,94987.80256918882,94987.80256918882,94987.80256918882,94987.80256918882,94987.80256918882,94987.80256918882
2019-10-18,94990.72558288745,94990.72558288745,94990.72558288745,94990.72558288745,94990.72558288745,94990.72558288745
2019-10-21,95001.37462398334,95001.37462398334,95001.37462398334,95001.37462398334,95001.37462398334,95001.37462398334
2019-10-22,95004.32873357239,95004.32873357239,95004.32873357239,95004.32873357239,95004.32873357239,95004.32873357239
2019-10-23,95007.28284316143,95007.28284316143,95007.28284316143,95007.28284316143,95007.28284316143,95007.28284316143
2019-10-24,95010.23695275048,95010.23695275048,95010.23695275048,95010.23695275048,95010.23695275048,95010.23695275048
2019-10-25,95013.19106233952,95013.19106233952,95013.19106233952,95013.19106233952,95013.19106233952,95013.19106233952
2019-10-28,95023.95339110665,95023.95339110665,95023.95339110665,95023.95339110665,95023.95339110665,95023.95339110665
2019-10-29,95026.9075006957,95026.9075006957,95026.9075006957,95026.9075006957,95026.9075006957,95026.9075006957
2019-10-30,95029.86161028474,95029.86161028474,95029.86161028474,95029.86161028474,95029.86161028474,95029.86161028474
2019-10-31,95032.81571987379,95032.81571987379,95032.81571987379,95032.81571987379,95032.81571987379,95032.81571987379
2019-11-01,95835.98247492044,95835.98247492044,95835.98247492044,95835.98247492044,95835.98247492044,95835.98247492044
2019-11-04,96366.07916080681,96366.07916080681,96366.07916080681,96366.07916080681,96366.07916080681,96366.07916080681
2019-11-05,97249.5853396627,97249.5853396627,97249.5853396627,97249.5853396627,97249.5853396627,97249.5853396627
2019-11-06,96601.68314897745,96601.68314897745,96601.68314897745,96601.68314897745,96601.68314897745,96601.68314897745
2019-11-07,97367.38382303446,97367.38382303446,97367.38382303446,97367.38382303446,97367.38382303446,97367.38382303446
2019-11-08,97013.9813514921,97013.9813514921,97013.9813514921,97013.9813514921,97013.9813514921,97013.9813514921
2019-11-11,94952.4833174917,94952.4833174917,94952.4833174917,94952.4833174917,94952.4833174917,94952.4833174917
2019-11-12,95011.37904846399,95011.37904846399,95011.37904846399,95011.37904846399,95011.37904846399,95011.37904846399
2019-11-13,95541.48275577753,95541.48275577753,95541.48275577753,95541.48275577753,95541.48275577753,95541.48275577753
2019-11-14,96130.48219406336,96130.48219406336,96130.48219406336,96130.48219406336,96130.48219406336,96130.48219406336
2019-11-15,95188.08028423517,95188.08028423517,95188.08028423517,95188.08028423517,95188.08028423517,95188.08028423517
2019-11-18,94986.71020219811,94986.71020219811,94986.71020219811,94986.71020219811,94986.71020219811,94986.71020219811
2019-11-19,95180.35282127427,95180.35282127427,95180.35282127427,95180.35282127427,95180.35282127427,95180.35282127427
2019-11-20,94541.22838138946,94541.22838138946,94541.22838138946,94541.22838138946,94541.22838138946,94541.22838138946
2019-11-21,93964.31883460117,93964.31883460117,93964.31883460117,93964.31883460117,93964.31883460117,93964.31883460117
2019-11-22,94005.83893169754,94005.83893169754,94005.83893169754,94005.83893169754,94005.83893169754,94005.83893169754
2019-11-25,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412
2019-11-26,95252.97986127326,95252.97986127326,95252.97986127326,95252.97986127326,95252.97986127326,95252.97986127326
2019-11-27,95529.58179570622,95529.58179570622,95529.58179570622,95529.58179570622,95529.58179570622,95529.58179570622
2019-11-28,95990.58135606236,95990.58135606236,95990.58135606236,95990.58135606236,95990.58135606236,95990.58135606236
2019-11-29,96082.78566457219,96082.78566457219,96082.78566457219,96082.78566457219,96082.78566457219,96082.78566457219
2019-12-02,97189.18241120763,97189.18241120763,97189.18241120763,97189.18241120763,97189.18241120763,97189.18241120763
2019-12-03,95621.77511311955,95621.77511311955,95621.77511311955,95621.77511311955,95621.77511311955,95621.77511311955
2019-12-04,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412,94515.37836648412
2019-12-05,94607.58267499394,94607.58267499394,94607.58267499394,94607.58267499394,94607.58267499394,94607.58267499394
2019-12-06,94884.18460942693,94884.18460942693,94884.18460942693,94884.18460942693,94884.18460942693,94884.18460942693
2019-12-09,95806.18373013921,95806.18373013921,95806.18373013921,95806.18373013921,95806.18373013921,95806.18373013921
2019-12-10,95437.3774871964,95437.3774871964,95437.3774871964,95437.3774871964,95437.3774871964,95437.3774871964
2019-12-11,95345.18416978307,95345.18416978307,95345.18416978307,95345.18416978307,95345.18416978307,95345.18416978307
2019-12-12,95898.37704755252,95898.37704755252,95898.37704755252,95898.37704755252,95898.37704755252,95898.37704755252
2019-12-13,96174.97898198552,96174.97898198552,96174.97898198552,96174.97898198552,96174.97898198552,96174.97898198552
2019-12-16,96359.37660790868,96359.37660790868,96359.37660790868,96359.37660790868,96359.37660790868,96359.37660790868
2019-12-17,96662.99343196939,96662.99343196939,96662.99343196939,96662.99343196939,96662.99343196939,96662.99343196939
2019-12-18,96483.22835748678,96483.22835748678,96483.22835748678,96483.22835748678,96483.22835748678,96483.22835748678
2019-12-19,96486.21356296622,96486.21356296622,96486.21356296622,96486.21356296622,96486.21356296622,96486.21356296622
2019-12-20,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556
2019-12-23,95327.05776720634,95327.05776720634,95327.05776720634,95327.05776720634,95327.05776720634,95327.05776720634
2019-12-24,95835.86132555595,95835.86132555595,95835.86132555595,95835.86132555595,95835.86132555595,95835.86132555595
2019-12-25,95666.26350908866,95666.26350908866,95666.26350908866,95666.26350908866,95666.26350908866,95666.26350908866
2019-12-26,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556,96344.66488390556
2019-12-27,94225.21049825235,94225.21049825235,94225.21049825235,94225.21049825235,94225.21049825235,94225.21049825235
2019-12-30,95831.81292859597,95831.81292859597,95831.81292859597,95831.81292859597,95831.81292859597,95831.81292859597
2019-12-31,95998.01409093423,95998.01409093423,95998.01409093423,95998.01409093423,95998.01409093423,95998.01409093423
2020-01-02,97937.01224175973,97937.01224175973,97937.01224175973,97937.01224175973,97937.01224175973,97937.01224175973
2020-01-03,97881.61625711007,97881.61625711007,97881.61625711007,97881.61625711007,97881.61625711007,97881.61625711007
2020-01-06,97292.52677711743,97292.52677711743,97292.52677711743,97292.52677711743,97292.52677711743,97292.52677711743
