,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2019-07-17,103695.53084979106,113766.82935147625,103695.53084979106,103695.53084979106,103695.53084979106,120881.28313318158
2019-07-18,102727.13049063733,114938.03172498089,102727.13049063733,102727.13049063733,102727.13049063733,122126.08565584089
2019-07-19,103803.12946448375,116475.23374944073,103803.12946448375,103803.12946448375,103803.12946448375,123759.88780752088
2019-07-22,103265.12997756053,115596.83633237224,103265.12997756053,103265.12997756053,103265.12997756053,122826.29055276776
2019-07-23,103695.53084979106,114755.03626256328,103695.53084979106,103695.53084979106,103695.53084979106,121931.5904785719
2019-07-24,104233.53033671426,115230.82795529705,104233.53033671426,104233.53033671426,104233.53033671426,121772.28371715541
2019-07-25,104771.52982363748,115377.23479657513,104771.52982363748,104771.52982363748,104771.52982363748,122400.7831177711
2019-07-26,104448.73397955945,114901.43437772137,104448.73397955945,104448.73397955945,104448.73397955945,122023.68797278403
2019-07-29,104986.73346648266,115084.42984013898,104986.73346648266,104986.73346648266,104986.73346648266,122652.18737339972
2019-07-30,104986.73346648266,115560.23025899273,104986.73346648266,104986.73346648266,104986.73346648266,122652.18737339972
2019-07-31,104879.12843833018,115999.43333058697,104879.12843833018,104879.12843833018,104879.12843833018,122526.48149943349
2019-08-01,103695.53084979106,114096.23165517193,103695.53084979106,103695.53084979106,103695.53084979106,121143.78431653974
2019-08-02,102606.3167599504,116731.43263249737,102606.3167599504,102606.3167599504,102606.3167599504,120824.19366174463
2019-08-05,102579.5240933261,120574.43333058697,102579.5240933261,102579.5240933261,102579.5240933261,118532.86186504392
2019-08-06,102582.695874148,120830.6322136436,102582.695874148,102582.695874148,102582.695874148,116107.43691282596
2019-08-07,102585.86765496992,123282.82900243145,102585.86765496992,102585.86765496992,102585.86765496992,116111.04403611363
2019-08-08,102589.03943579183,124124.62907224041,102589.03943579183,102589.03943579183,102589.03943579183,116114.6511594013
2019-08-09,102592.21121661374,124746.83633237224,102592.21121661374,102592.21121661374,102592.21121661374,116118.25828268897
2019-08-12,102603.7665590795,123978.23095708233,102603.7665590795,102603.7665590795,102603.7665590795,116131.39965255199
2019-08-13,102606.9383399014,127016.02893262249,102606.9383399014,102606.9383399014,102606.9383399014,116135.00677583966
2019-08-14,102610.11012072332,123758.62942128521,102610.11012072332,102610.11012072332,102610.11012072332,116138.61389912733
2019-08-15,102613.28190154523,125149.43333058697,102613.28190154523,102613.28190154523,102613.28190154523,116468.00149564075
2019-08-16,102616.45368236714,125332.42879300457,102616.45368236714,102616.45368236714,102616.45368236714,116442.31166376863
2019-08-19,102628.00902483289,124710.23025899273,102628.00902483289,102628.00902483289,102628.00902483289,117673.65130528394
2019-08-20,101692.8119650937,124197.83249287945,101692.8119650937,101692.8119650937,101692.8119650937,117046.51046081784
2019-08-21,101431.21533308992,124307.633260778,101431.21533308992,101431.21533308992,101431.21533308992,116567.93771204966
2019-08-22,101758.21502123841,124673.6329117332,101758.21502123841,101758.21502123841,101758.21502123841,117656.3869305214
2019-08-23,101823.61028109559,124563.83214383465,101823.61028109559,101823.61028109559,101823.61028109559,121808.38297086566
2019-08-26,100842.61121665008,129029.03137593609,100842.61121665008,100842.61121665008,100842.61121665008,122085.1876564583
2019-08-27,102608.41576968202,129102.23479657513,102608.41576968202,102608.41576968202,102608.41576968202,123192.3816509804
2019-08-28,102477.61745368013,129175.42949109417,102477.61745368013,102477.61745368013,102477.61745368013,122085.1876564583
2019-08-29,102019.8116532422,130676.03416829449,102019.8116532422,102019.8116532422,102019.8116532422,122085.1876564583
2019-08-30,102585.33212565871,128589.82830434185,102585.33212565871,102585.33212565871,102585.33212565871,122915.58521467059
2019-09-02,102596.88746812446,128150.6339588676,102596.88746812446,102596.88746812446,102596.88746812446,124022.78745847552
2019-09-03,102600.05924894637,128699.62907224041,102600.05924894637,102600.05924894637,102600.05924894637,122915.58521467059
2019-09-04,102603.23102976829,129175.42949109417,102603.23102976829,102603.23102976829,102603.23102976829,122638.78052907794
2019-09-05,102606.4028105902,129724.43333058697,102606.4028105902,102606.4028105902,102606.4028105902,122915.58521467059
2019-09-06,102609.5745914121,125698.42844395977,102609.5745914121,102609.5745914121,102609.5745914121,124299.58389478533
2019-09-09,104404.93048283037,127952.27087270135,104404.93048283037,104404.93048283037,104404.93048283037,124853.18501668778
2019-09-10,103842.43399950441,127262.87518273706,103842.43399950441,103842.43399950441,103842.43399950441,126513.98013311236
2019-09-11,102404.93388029512,125501.07503663415,102404.93388029512,102404.93388029512,102404.93388029512,124277.99581620732
2019-09-12,102904.93489357409,126113.87627850885,102904.93489357409,102904.93489357409,102904.93489357409,124480.6659493768
2019-09-16,103154.93167492327,126420.2723337304,103154.93167492327,103154.93167492327,103154.93167492327,124372.70452800176
2019-09-17,101154.935072388,123969.07649766319,101154.935072388,101154.935072388,101154.935072388,121571.10006633184
2019-09-18,101092.43215176043,123892.47291814203,101092.43215176043,101092.43215176043,101092.43215176043,121652.6941520252
2019-09-19,102654.9306616443,125807.47109185571,102654.9306616443,102654.9306616443,102654.9306616443,122849.49819865606
2019-09-20,102404.93388029512,125501.07503663415,102404.93388029512,102404.93388029512,102404.93388029512,123067.09539714239
2019-09-23,101279.93346306261,124122.27452527398,101279.93346306261,101279.93346306261,101279.93346306261,122523.09591594122
2019-09-24,101842.42994638857,124811.67021523828,101842.42994638857,101842.42994638857,101842.42994638857,122719.96438767013
2019-09-25,100717.42952915606,123432.86970387811,100717.42952915606,100717.42952915606,100717.42952915606,121364.5638849884
2019-09-26,97592.43250938828,119602.87335645073,97592.43250938828,97592.43250938828,97592.43250938828,117599.56747557218
2019-09-27,97315.59013503799,119283.0098870113,97315.59013503799,97315.59013503799,97315.59013503799,117281.44911443836
2019-09-30,97118.59267133483,119030.83732867824,97118.59267133483,97118.59267133483,97118.59267133483,117034.3689808401
2019-10-08,96232.09234255561,117943.63692546474,96232.09234255561,96232.09234255561,96232.09234255561,115965.16858430232
2019-10-09,95050.08994716415,116494.03398776638,95050.08994716415,95050.08994716415,95050.08994716415,114539.56569524134
2019-10-10,94877.3716037146,116343.61535721319,94877.3716037146,94877.3716037146,94877.3716037146,114286.79881342388
2019-10-11,94968.38448699703,116529.13859565745,94968.38448699703,94968.38448699703,94968.38448699703,116631.89313951923
2019-10-14,94979.03352809293,116645.93934167895,94979.03352809293,94979.03352809293,94979.03352809293,118736.8911320348
2019-10-15,94981.95654179156,117450.56414098872,94981.95654179156,94981.95654179156,94981.95654179156,119157.88571182682
2019-10-16,94984.87955549019,117687.96645150683,94984.87955549019,94984.87955549019,94984.87955549019,118526.39384213879
2019-10-17,94987.80256918882,117433.26214001677,94987.80256918882,94987.80256918882,94987.80256918882,118105.38671556904
2019-10-18,94990.72558288745,117433.26214001677,94990.72558288745,94990.72558288745,94990.72558288745,116631.89313951923
2019-10-21,95001.37462398334,115905.06663368245,95001.37462398334,95001.37462398334,95001.37462398334,117894.88942567303
2019-10-22,95004.32873357239,117433.26214001677,95004.32873357239,95004.32873357239,95004.32873357239,117473.894845881
2019-10-23,95007.28284316143,115905.06663368245,95007.28284316143,95007.28284316143,95007.28284316143,117263.38500920727
2019-10-24,95010.23695275048,115140.9612898638,95010.23695275048,95010.23695275048,95010.23695275048,118736.8911320348
2019-10-25,95013.19106233952,117942.66317234536,95013.19106233952,95013.19106233952,95013.19106233952,118315.88400546505
2019-10-28,95023.95339110665,119725.56299016974,95023.95339110665,95023.95339110665,95023.95339110665,117894.88942567303
2019-10-29,95026.9075006957,120234.96402249833,95026.9075006957,95026.9075006957,95026.9075006957,117263.38500920727
2019-10-30,95029.86161028474,119725.56299016974,95029.86161028474,95029.86161028474,95029.86161028474,117052.88771931126
2019-10-31,95032.81571987379,120999.0617756655,95032.81571987379,95032.81571987379,95032.81571987379,116421.3833028455
2019-11-01,95835.98247492044,122781.96159348986,95835.98247492044,95835.98247492044,95835.98247492044,117453.2658224319
2019-11-04,96366.07916080681,123291.36262581845,96366.07916080681,96366.07916080681,96366.07916080681,118092.10013350015
2019-11-05,97249.5853396627,123546.06693730851,97249.5853396627,97249.5853396627,97249.5853396627,118732.07454476615
2019-11-06,96601.68314897745,123036.66590497992,96601.68314897745,96601.68314897745,96601.68314897745,118157.4758986022
2019-11-07,97367.38382303446,123546.06693730851,97367.38382303446,97367.38382303446,97367.38382303446,118326.47170815726
2019-11-08,97013.9813514921,124055.46037898562,97013.9813514921,97013.9813514921,97013.9813514921,117785.67061219474
2019-11-11,94952.4833174917,121253.76608715554,94952.4833174917,94952.4833174917,94952.4833174917,115521.07357774039
2019-11-12,95011.37904846399,122272.56056116124,95011.37904846399,95011.37904846399,95011.37904846399,115179.2748944099
2019-11-13,95541.48275577753,123800.76365814707,95541.48275577753,95541.48275577753,95541.48275577753,115868.34900464489
2019-11-14,96130.48219406336,125583.66347597142,96130.48219406336,96130.48219406336,96130.48219406336,116583.34832276775
2019-11-15,95188.08028423517,124310.16469047568,95188.08028423517,95188.08028423517,95188.08028423517,115439.34600438549
2019-11-18,94986.71020219811,125328.96675513289,94986.71020219811,94986.71020219811,94986.71020219811,115301.5201364688
2019-11-19,95180.35282127427,128130.66863761446,95180.35282127427,95180.35282127427,95180.35282127427,115754.33089747802
2019-11-20,94541.22838138946,127366.5632937958,94541.22838138946,94541.22838138946,94541.22838138946,114812.74300925112
2019-11-21,93964.31883460117,125074.26244364283,93964.31883460117,93964.31883460117,93964.31883460117,114041.37248604457
2019-11-22,94005.83893169754,120999.0617756655,94005.83893169754,94005.83893169754,94005.83893169754,114104.431400729
2019-11-25,94515.37836648412,120234.96402249833,94515.37836648412,94515.37836648412,94515.37836648412,114744.90391822904
2019-11-26,95252.97986127326,120723.09610046938,95252.97986127326,95252.97986127326,95252.97986127326,115640.10573240372
2019-11-27,95529.58179570622,120606.0856777611,95529.58179570622,95529.58179570622,95529.58179570622,115975.80808015913
2019-11-28,95990.58135606236,120947.29233128348,95990.58135606236,95990.58135606236,95990.58135606236,116535.30754657835
2019-11-29,96082.78566457219,121027.07686114276,96082.78566457219,96082.78566457219,96082.78566457219,116647.21277566999
2019-12-02,97189.18241120763,122359.11432209617,97189.18241120763,97189.18241120763,97189.18241120763,117990.00882717222
2019-12-03,95621.77511311955,120387.10514011985,95621.77511311955,95621.77511311955,95621.77511311955,116087.69996973127
2019-12-04,94515.37836648412,118995.10923329002,94515.37836648412,94515.37836648412,94515.37836648412,114744.90391822904
2019-12-05,94607.58267499394,119111.11465397483,94607.58267499394,94607.58267499394,94607.58267499394,114856.80914732069
2019-12-06,94884.18460942693,119459.11708775169,94884.18460942693,94884.18460942693,94884.18460942693,115192.51149507612
2019-12-09,95806.18373013921,120619.11598148948,95806.18373013921,95806.18373013921,95806.18373013921,116311.51042791456
2019-12-10,95437.3774871964,120155.10812702781,95437.3774871964,95437.3774871964,95437.3774871964,115863.90285106748
2019-12-11,95345.18416978307,120039.11653462058,95345.18416978307,95345.18416978307,95345.18416978307,115752.01096149534
2019-12-12,95898.37704755252,120735.10757389668,95898.37704755252,95898.37704755252,95898.37704755252,116423.40231748667
2019-12-13,96174.97898198552,121083.11000767356,96174.97898198552,96174.97898198552,96174.97898198552,116759.10466524214
2019-12-16,96359.37660790868,121315.1070207656,96359.37660790868,96359.37660790868,96359.37660790868,116982.90178390592
2019-12-17,96662.99343196939,121761.52484351405,96662.99343196939,96662.99343196939,96662.99343196939,117404.71943461153
2019-12-18,96483.22835748678,121469.3110359321,96483.22835748678,96483.22835748678,96483.22835748678,117133.00560747924
2019-12-19,96486.21356296622,121422.03684923664,96486.21356296622,96486.21356296622,96486.21356296622,116949.15081603428
2019-12-20,96344.66488390556,121277.60108805225,96344.66488390556,96344.66488390556,96344.66488390556,116922.52521825962
2019-12-23,95327.05776720634,119966.0223841369,95327.05776720634,95327.05776720634,95327.05776720634,115687.71658254795
2019-12-24,95835.86132555595,120606.22686144708,95835.86132555595,95835.86132555595,95835.86132555595,116305.12090040378
2019-12-25,95666.26350908866,120392.82960888742,95666.26350908866,95666.26350908866,95666.26350908866,116099.32354999713
2019-12-26,96344.66488390556,121246.43133875726,96344.66488390556,96344.66488390556,96344.66488390556,116922.52521825962
2019-12-27,94225.21049825235,118993.6588957863,94225.21049825235,94225.21049825235,94225.21049825235,114673.0120465633
2019-12-30,95831.81292859597,120863.93677891445,95831.81292859597,95831.81292859597,95831.81292859597,116505.26010856357
2019-12-31,95998.01409093423,121073.63824547481,95998.01409093423,95998.01409093423,95998.01409093423,116707.46152267185
2020-01-02,97937.01224175973,123520.1359123106,97937.01224175973,97937.01224175973,97937.01224175973,119066.45927295413
2020-01-03,97881.61625711007,123450.24097861003,97881.61625711007,97881.61625711007,97881.61625711007,118999.06415805545
